"TIME","X","Y","Z","AZIMUTH","PITCH","ROLL"
11714,1.4573772,6.0201936,0.23154591,1.6697606,-1.3304182,-1.4132347
11753,0.95342433,7.8180795,1.2666923,2.6356711,-1.3707215,-0.6452193
11795,0.88532263,9.915613,1.334794,2.7574754,-1.4106455,-0.5856441
11837,1.2666923,10.61025,0.5720546,2.1338272,-1.4405446,-1.1466019
11877,1.1441092,10.882658,-0.38136974,1.3963888,-1.4604287,-1.8925469
11916,1.0351465,12.14935,1.334794,2.6796026,-1.4326496,-0.65962875
11955,-0.46309182,15.132206,2.1111538,-2.5623188,-1.4289248,0.21593484
11997,-3.1054392,12.639683,2.0294318,-1.5268041,-1.2853122,0.99195844
12038,-3.2961242,8.430995,1.1849703,-1.2039037,-1.1770428,1.2256798
12077,-3.5957718,7.8861814,2.4925237,-1.2506707,-1.064282,0.964661
12116,-2.8330324,7.4639506,5.243834,-1.1829029,-0.89695233,0.49533433
12155,0.19068487,6.8237944,2.3426998,-2.9705865,-1.2390753,-0.08121631
12195,1.7297841,6.973618,1.3075534,1.9392632,-1.2693337,-0.92352635
12234,4.140586,7.668256,-4.2904096,0.5364942,-0.9098867,-2.373963
12273,0.5720546,8.580819,-3.1463003,0.2253423,-1.214063,-2.961739
12315,-1.4165162,8.349273,1.879608,-2.007626,-1.2960329,0.6458159
12355,-0.61291564,9.043911,1.0760075,-2.3739882,-1.4347184,0.5177818
12396,1.8387469,10.269742,-1.0760075,0.9329859,-1.3662493,-2.1002514
12436,1.5390993,10.419566,1.1441092,2.087702,-1.3887789,-0.9315565
12475,1.7570249,12.258313,0.27240697,1.6240634,-1.4267547,-1.4169822
12515,2.9556155,13.565866,2.6832085,2.0056093,-1.2846133,-0.83366984
12556,1.6480621,11.114203,4.630918,2.4918232,-1.1543925,-0.3419056
12596,1.334794,9.425281,4.399372,2.5179825,-1.1169772,-0.29457825
12635,2.1792557,9.697687,4.8216033,1.9967331,-1.0713247,-0.4244971
12674,1.3756552,9.534244,4.2904096,2.6769893,-1.1293361,-0.3102788
12713,-0.7627395,8.771504,1.4573772,-2.2075355,-1.3854209,0.48216403
12753,-0.53119355,7.205164,-2.982856,0.033783466,-1.1727419,2.965358
12802,1.4982382,5.2165933,0.08172209,1.418924,-1.2907236,-1.5163049
12843,1.607201,6.0201936,2.152015,2.095932,-1.1511446,-0.6414727
12890,0.7627395,7.3549876,1.7297841,2.8841045,-1.3192083,-0.41529825
